epoch,loss,time,accuracy
0,0.00031840510200709105,38.43883395195007,0.41692497727643507
1,0.00028822312015108764,38.01196050643921,0.8864287878434755
2,0.00029534034547396004,38.003397941589355,0.19185680658167664
3,0.00025838034343905747,38.679874420166016,0.6546950381056704
4,0.0002473840431775898,38.53206467628479,0.5907660754655417
5,0.00038986350409686565,38.3143584728241,0.3832474887547486
6,0.0003133412101306021,38.199257612228394,0.9887197893117673
7,0.0002709192340262234,38.04956030845642,0.9346027454727667
8,0.00028859529993496835,38.17161536216736,0.7144987997296478
9,0.0002640129823703319,38.16929912567139,0.2829142098025963
10,0.0002674822462722659,38.07698369026184,0.5665276062180996
11,0.0002584275498520583,38.156731605529785,0.8386743421819284
12,0.0002529311168473214,38.092427492141724,0.9765073298063253
13,0.0002377761556999758,38.22465968132019,0.7859789777891719
14,0.00021898782870266587,38.096925020217896,0.6496142820518797
15,0.00021354453929234296,38.36354374885559,0.8446174283916378
16,0.00021069632202852517,38.02549743652344,0.5540121658470646
17,0.00019294819503556937,38.832770109176636,0.8361805765958934
18,0.00019025681831408292,37.88128113746643,0.658960076444403
19,0.00018881840514950454,38.05309295654297,0.6364695737292283
20,0.00018548464868217707,37.98657989501953,0.7780082504020323
21,0.00020919324015267193,38.13055086135864,0.708812081944671
22,0.00021093612303957343,38.151453495025635,0.5590463094599949
23,0.00021387614833656698,38.106626987457275,0.6981378329876244
24,0.00019795060507021844,38.202953815460205,0.6994895937725779
25,0.0002006997965509072,38.17302656173706,0.6073601044118675
26,0.0001777300058165565,38.056236743927,0.5892045586967162
27,0.0001678875123616308,38.082236766815186,0.3635537324912019
28,0.00018125520728062838,38.07240343093872,0.636539492390519
29,0.000185167693416588,38.049312353134155,0.6875335026918684
30,0.0001626346493139863,38.090035915374756,0.4791059733842963
31,0.00016898584726732224,38.12304615974426,0.719323187358706
32,0.00019104451348539442,38.26798605918884,0.5662712377933671
33,0.00017604845925234258,38.122185945510864,0.8361339641550329
34,0.0001762247266015038,38.21806478500366,0.5266040506211108
35,0.0001800344471121207,38.11183023452759,0.6621297224229147
36,0.00018660347268451005,38.23498797416687,0.6721047847670544
37,0.00016483335639350116,38.23869800567627,0.38271144568485327
38,0.00016674089420121163,38.03428268432617,0.5839373528794836
39,0.00017162908625323325,38.09970259666443,0.7407182977136598
40,0.0001899508060887456,38.14418435096741,0.6908196797725313
41,0.00016961779328994453,38.045945167541504,0.5651758454331461
42,0.00018763693515211344,38.150084495544434,0.6726408278369497
43,0.0002048423484666273,38.07051229476929,0.8100543034936024
44,0.00018437956168781966,38.02586007118225,0.8386510359614981
45,0.00017262151231989264,38.07533836364746,0.5060246579812152
46,0.0001953909668372944,38.117899656295776,0.6001584822989255
47,0.0002018870145548135,38.09682512283325,0.5462045820029365
48,0.00016595402848906815,38.06710076332092,0.6020695923742047
49,0.00017068935267161578,38.1349573135376,0.5336658354114713
50,0.00016350173973478377,38.03732442855835,0.44726967627659825
51,0.00014765247760806233,38.23985767364502,0.5149043279651339
52,0.00014202964666765183,38.35390496253967,0.49024634674994755
53,0.00017300076433457434,38.311893463134766,0.8008017339828
