,epoch,train loss,val loss
0,0,1.0705606937408447,1.0700010061264038
1,1,1.070059061050415,1.0694019794464111
2,2,1.0694923400878906,1.0687792301177979
3,3,1.0688334703445435,1.0681252479553223
4,4,1.0682021379470825,1.0674340724945068
5,5,1.067541241645813,1.0666977167129517
6,6,1.0668593645095825,1.0659128427505493
7,7,1.0660454034805298,1.0650768280029297
8,8,1.065299391746521,1.064198613166809
9,9,1.0644418001174927,1.0632935762405396
10,10,1.0635722875595093,1.0623409748077393
11,11,1.0626243352890015,1.061336636543274
12,12,1.061694622039795,1.0603106021881104
13,13,1.0606619119644165,1.0592440366744995
14,14,1.0596171617507935,1.0581213235855103
15,15,1.058516263961792,1.0569674968719482
16,16,1.0573114156723022,1.0557514429092407
17,17,1.0560581684112549,1.0544381141662598
18,18,1.0546106100082397,1.0529696941375732
19,19,1.0531206130981445,1.0512913465499878
20,20,1.051481008529663,1.0493593215942383
21,21,1.049545407295227,1.047157883644104
22,22,1.0475332736968994,1.0446994304656982
23,23,1.0452831983566284,1.0420093536376953
24,24,1.0428352355957031,1.0389978885650635
25,25,1.0398142337799072,1.03546941280365
26,26,1.0364775657653809,1.031337857246399
27,27,1.032609462738037,1.0266335010528564
28,28,1.0285499095916748,1.0213600397109985
29,29,1.023746371269226,1.0154935121536255
30,30,1.0186604261398315,1.0090277194976807
31,31,1.013060450553894,1.0019909143447876
32,32,1.006423830986023,0.9944344162940979
33,33,0.9998883008956909,0.9864252209663391
34,34,0.9922112226486206,0.9780431389808655
35,35,0.985088050365448,0.9694901704788208
36,36,0.9777644872665405,0.9609963297843933
37,37,0.9709124565124512,0.9528962969779968
38,38,0.964069128036499,0.945602536201477
39,39,0.9574846625328064,0.9394280910491943
40,40,0.9526678919792175,0.9346510767936707
41,41,0.9491323232650757,0.9314640164375305
42,42,0.947905421257019,0.9297879934310913
43,43,0.9479036331176758,0.9292420148849487
44,44,0.9489976763725281,0.9292405843734741
45,45,0.9479979872703552,0.9292259812355042
46,46,0.9480713605880737,0.9288340210914612
47,47,0.9487497806549072,0.9279489517211914
48,48,0.9477803707122803,0.9266988039016724
49,49,0.9462435245513916,0.9252292513847351
50,50,0.9432640671730042,0.9237300753593445
51,51,0.9416143298149109,0.9224684834480286
52,52,0.9388173818588257,0.9215463399887085
53,53,0.9367157220840454,0.9209570288658142
54,54,0.9354236721992493,0.9206522703170776
55,55,0.9344784021377563,0.9205257892608643
56,56,0.9330840706825256,0.9204388856887817
57,57,0.9336287379264832,0.9202739000320435
58,58,0.9326969385147095,0.9199333786964417
59,59,0.9325004816055298,0.9193666577339172
60,60,0.9316518306732178,0.9185423254966736
61,61,0.9304441213607788,0.9174662828445435
62,62,0.9293464422225952,0.9161667227745056
63,63,0.928245484828949,0.9146983623504639
64,64,0.9266512989997864,0.9131320118904114
65,65,0.9263108968734741,0.9115518927574158
66,66,0.9250585436820984,0.9100201725959778
67,67,0.9238607287406921,0.908584475517273
68,68,0.9228063821792603,0.9072664380073547
69,69,0.9216652512550354,0.906075656414032
70,70,0.9210151433944702,0.9049959182739258
71,71,0.9199445843696594,0.903999924659729
72,72,0.919916570186615,0.9030569195747375
73,73,0.9175069332122803,0.9021397233009338
74,74,0.9178589582443237,0.9012407064437866
75,75,0.9161202311515808,0.9003638029098511
76,76,0.914864718914032,0.8995217084884644
77,77,0.914284884929657,0.8987259864807129
78,78,0.9135400652885437,0.897980809211731
79,79,0.9123378396034241,0.8972812294960022
80,80,0.9113571047782898,0.8966039419174194
81,81,0.9095640778541565,0.8959219455718994
82,82,0.9095519781112671,0.8952134847640991
83,83,0.9093299508094788,0.8944679498672485
84,84,0.908343493938446,0.8936793208122253
85,85,0.9078691601753235,0.8928465843200684
86,86,0.9063560366630554,0.8919072151184082
87,87,0.9055685997009277,0.8908491730690002
88,88,0.904549241065979,0.8897476196289062
89,89,0.9035072326660156,0.8886240720748901
90,90,0.9023997783660889,0.887501060962677
91,91,0.9025580883026123,0.8864176273345947
92,92,0.901115357875824,0.8853832483291626
93,93,0.9003366827964783,0.8843919038772583
94,94,0.8995215892791748,0.8834404349327087
95,95,0.8982000350952148,0.8825240731239319
96,96,0.8977870345115662,0.8816406726837158
97,97,0.897834300994873,0.8808022737503052
98,98,0.8962041139602661,0.8800052404403687
99,99,0.8956701159477234,0.8792297840118408
100,100,0.8939794898033142,0.8784592747688293
101,101,0.8932761549949646,0.8776824474334717
102,102,0.892520546913147,0.8768866658210754
103,103,0.8915479779243469,0.8760554194450378
104,104,0.8914782404899597,0.8751908540725708
105,105,0.8897891640663147,0.8742791414260864
106,106,0.8891632556915283,0.8733335733413696
107,107,0.8883298635482788,0.8723528385162354
108,108,0.8868902325630188,0.8713439106941223
109,109,0.886885941028595,0.8703376054763794
110,110,0.8863198757171631,0.8693353533744812
111,111,0.885415256023407,0.868346631526947
112,112,0.8834039568901062,0.8673325777053833
113,113,0.8828353881835938,0.8662911653518677
114,114,0.8817224502563477,0.8652070164680481
115,115,0.8815298676490784,0.8640767335891724
116,116,0.8792054057121277,0.862841784954071
117,117,0.8789886236190796,0.8614801168441772
118,118,0.877399742603302,0.8599850535392761
119,119,0.877060055732727,0.8584114909172058
120,120,0.8746933341026306,0.8567754030227661
121,121,0.8743505477905273,0.8551115989685059
122,122,0.8725791573524475,0.8534532785415649
123,123,0.8709990978240967,0.8518036007881165
124,124,0.8705805540084839,0.8501904606819153
125,125,0.8682843446731567,0.848594605922699
126,126,0.8681773543357849,0.8470076322555542
127,127,0.8667154908180237,0.8454248905181885
128,128,0.8651635646820068,0.843811571598053
129,129,0.8628705143928528,0.842178225517273
130,130,0.8624342083930969,0.840591549873352
131,131,0.8604015707969666,0.8390016555786133
132,132,0.8594101071357727,0.8374602198600769
133,133,0.8576719760894775,0.8359936475753784
134,134,0.8561270833015442,0.8346028327941895
135,135,0.855251669883728,0.833278477191925
136,136,0.8535968661308289,0.8319256901741028
137,137,0.852550208568573,0.8305626511573792
138,138,0.8510348796844482,0.8291782736778259
139,139,0.850013256072998,0.827792227268219
140,140,0.8482795357704163,0.8264199495315552
141,141,0.8463510274887085,0.825003981590271
