,train loss,val loss
0,0.7225582599639893,0.7225091457366943
1,0.7225090265274048,0.7224598526954651
2,0.722459614276886,0.7224096655845642
3,0.7224093079566956,0.7223577499389648
4,0.7223573327064514,0.7223036289215088
5,0.7223030924797058,0.7222466468811035
6,0.7222462296485901,0.7221863865852356
7,0.7221860289573669,0.7221223711967468
8,0.7221221327781677,0.7220544219017029
9,0.7220543026924133,0.7219821810722351
10,0.721981942653656,0.721904993057251
11,0.7219048142433167,0.7218225598335266
12,0.7218223214149475,0.7217342853546143
13,0.7217341661453247,0.7216392755508423
14,0.7216391563415527,0.7215360403060913
15,0.7215360403060913,0.7214236259460449
16,0.721423864364624,0.7213021516799927
17,0.7213026285171509,0.721172034740448
18,0.7211726307868958,0.7210321426391602
19,0.7210326194763184,0.720879077911377
20,0.7208792567253113,0.7207088470458984
21,0.720708966255188,0.7205211520195007
22,0.7205211520195007,0.7203137278556824
23,0.7203132510185242,0.7200839519500732
24,0.7200831770896912,0.7198315858840942
25,0.7198303937911987,0.7195538282394409
26,0.7195523381233215,0.7192457318305969
27,0.7192443609237671,0.7189056277275085
28,0.7189045548439026,0.7185335159301758
29,0.7185319662094116,0.7181247472763062
30,0.7181227803230286,0.7176737785339355
31,0.7176719903945923,0.7171832323074341
32,0.7171812653541565,0.7166541814804077
33,0.7166511416435242,0.716078519821167
34,0.7160742878913879,0.7154484391212463
35,0.7154422998428345,0.7147543430328369
36,0.7147457003593445,0.7139792442321777
37,0.7139688730239868,0.7131134271621704
38,0.7131017446517944,0.7121648192405701
39,0.7121520042419434,0.71114182472229
40,0.7111268043518066,0.7100430130958557
41,0.7100239992141724,0.7088661789894104
42,0.7088416814804077,0.7076112031936646
43,0.7075810432434082,0.7062870264053345
44,0.7062510251998901,0.7049096822738647
45,0.7048680186271667,0.7035039663314819
46,0.7034558057785034,0.7020989656448364
47,0.702043890953064,0.7007246613502502
48,0.7006633281707764,0.6994167566299438
49,0.6993494033813477,0.6982046961784363
50,0.6981339454650879,0.6971123814582825
51,0.6970418095588684,0.696163535118103
52,0.6960967779159546,0.6953699588775635
53,0.6953107118606567,0.6947301626205444
54,0.6946815252304077,0.6942330598831177
55,0.6941974759101868,0.6938601732254028
56,0.6938387751579285,0.6935896277427673
57,0.6935821175575256,0.6933995485305786
58,0.6934046149253845,0.6932696104049683
59,0.6932854056358337,0.693182647228241
60,0.6932067275047302,0.69312584400177
61,0.6931560039520264,0.6930895447731018
62,0.6931239366531372,0.6930673122406006
63,0.6931042671203613,0.6930543184280396
64,0.6930926442146301,0.6930475831031799
65,0.6930862665176392,0.6930447816848755
66,0.6930831670761108,0.6930444836616516
67,0.6930821537971497,0.6930455565452576
68,0.6930822730064392,0.693047285079956
69,0.6930831670761108,0.6930496096611023
70,0.6930844187736511,0.6930521130561829
71,0.6930858492851257,0.6930546164512634
72,0.6930873990058899,0.693057119846344
73,0.6930888295173645,0.6930592060089111
74,0.6930902004241943,0.6930612921714783
75,0.6930913329124451,0.6930630803108215
76,0.6930923461914062,0.6930646896362305
77,0.6930932402610779,0.6930660009384155
78,0.69309401512146,0.6930671334266663
79,0.6930945515632629,0.6930680871009827
80,0.6930950284004211,0.6930688619613647
81,0.6930954456329346,0.6930695176124573
82,0.6930956840515137,0.6930699944496155
83,0.6930958032608032,0.6930702924728394
84,0.6930959224700928,0.6930705308914185
85,0.693095862865448,0.6930705308914185
86,0.6930956840515137,0.6930704712867737
87,0.6930956244468689,0.6930702924728394
88,0.693095326423645,0.6930700540542603
89,0.6930949687957764,0.6930696368217468
90,0.6930945515632629,0.6930692195892334
91,0.6930941939353943,0.6930687427520752
92,0.6930936574935913,0.6930680871009827
93,0.6930930614471436,0.6930674314498901
94,0.6930923461914062,0.6930665969848633
95,0.693091630935669,0.6930658221244812
96,0.6930909752845764,0.69306480884552
97,0.6930901408195496,0.6930639147758484
98,0.6930893063545227,0.6930628418922424
99,0.6930883526802063,0.6930617690086365
100,0.6930873990058899,0.693060576915741
101,0.6930863857269287,0.6930593252182007
102,0.6930853128433228,0.6930580139160156
103,0.6930841207504272,0.693056583404541
104,0.6930829882621765,0.6930551528930664
105,0.6930817365646362,0.693053662776947
106,0.6930804252624512,0.6930520534515381
107,0.6930790543556213,0.6930503845214844
108,0.6930776834487915,0.6930486559867859
109,0.6930761933326721,0.6930468678474426
110,0.693074643611908,0.6930449604988098
111,0.693073034286499,0.6930429935455322
112,0.6930713057518005,0.6930409073829651
113,0.6930695176124573,0.6930387616157532
114,0.693067729473114,0.6930365562438965
115,0.6930657029151917,0.6930341720581055
116,0.6930636763572693,0.6930317282676697
117,0.6930616497993469,0.6930292248725891
118,0.6930593848228455,0.6930265426635742
119,0.6930570602416992,0.6930237412452698
120,0.6930546760559082,0.6930208802223206
121,0.6930521130561829,0.6930178999900818
122,0.6930494904518127,0.6930147409439087
123,0.6930466294288635,0.693011462688446
124,0.6930437684059143,0.6930079460144043
125,0.693040668964386,0.6930043697357178
126,0.6930374503135681,0.6930005550384521
127,0.6930341124534607,0.692996621131897
128,0.6930305361747742,0.6929924488067627
129,0.6930267810821533,0.6929880976676941
130,0.6930227875709534,0.6929835081100464
131,0.6930186748504639,0.6929786801338196
132,0.6930142641067505,0.6929736137390137
133,0.693009614944458,0.6929683685302734
134,0.6930047273635864,0.6929627656936646
135,0.6929996013641357,0.6929569244384766
136,0.6929941773414612,0.6929507851600647
137,0.6929884552955627,0.6929444074630737
138,0.6929824352264404,0.6929375529289246
139,0.6929759383201599,0.6929303407669067
140,0.6929690837860107,0.6929227709770203
141,0.6929618716239929,0.6929146647453308
142,0.6929541230201721,0.6929062008857727
143,0.6929459571838379,0.6928971409797668
144,0.6929373145103455,0.6928876042366028
145,0.6929280757904053,0.6928775906562805
146,0.6929182410240173,0.6928669810295105
147,0.6929078698158264,0.6928558349609375
148,0.6928967833518982,0.692844033241272
149,0.6928851008415222,0.6928314566612244
150,0.6928725838661194,0.692818284034729
151,0.6928592920303345,0.692804217338562
152,0.6928450465202332,0.6927894353866577
